ID_Cliente,Ciudad,Cliente,Genero,Linea_Producto,Precio_Unitario,Cantidad,Hora,Medio_Pago,Rating
ADJ1177,Lima,Normal,Masculino,Hogar y estilo de vida,62.19,4,19:46,Tarjeta débito,4.3
ADJ1178,Lima,Afiliado,Masculino,Salud y belleza,80.47,9,11:18,Efectivo,9.2
ADJ1179,Trujillo,Normal,Masculino,Deportes y viajes,64.59,4,13:35,Tarjeta débito,9.3
ADJ1180,Trujillo,Normal,Femenino,Accesorios de moda,42.57,7,11:51,Efectivo,6.8
ADJ1181,Lima,Afiliado,Femenino,Accesorios de moda,14.48,4,18:07,Tarjeta débito,4.5
ADJ1182,Arequipa,Afiliado,Femenino,Comidas y bebidas,99.42,4,10:42,Tarjeta débito,7.5
ADJ1183,Lima,Afiliado,Femenino,Comidas y bebidas,20.01,9,15:47,Tarjeta débito,4.1
ADJ1184,Arequipa,Normal,Masculino,Salud y belleza,89.75,1,20:05,Tarjeta crédito,6.6
ADJ1185,Lima,Afiliado,Masculino,Salud y belleza,25.9,10,14:51,Tarjeta débito,8.7
ADJ1186,Arequipa,Afiliado,Masculino,Accesorios de moda,96.98,4,17:20,Tarjeta débito,9.4
ADJ1187,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,37.44,6,13:55,Tarjeta crédito,5.9
ADJ1188,Lima,Normal,Masculino,Accesorios Electrónicos,22.95,10,19:20,Tarjeta débito,8.2
ADJ1189,Trujillo,Normal,Femenino,Salud y belleza,35.68,5,18:33,Tarjeta crédito,6.6
ADJ1190,Arequipa,Afiliado,Femenino,Salud y belleza,28.5,8,14:24,Efectivo,6.6
ADJ1191,Arequipa,Normal,Femenino,Comidas y bebidas,52.42,1,10:22,Tarjeta crédito,6.3
ADJ1192,Lima,Afiliado,Masculino,Accesorios Electrónicos,50.45,6,15:16,Tarjeta crédito,8.9
ADJ1193,Arequipa,Afiliado,Masculino,Hogar y estilo de vida,35.81,5,18:44,Tarjeta débito,7.9
ADJ1194,Trujillo,Afiliado,Masculino,Deportes y viajes,15.81,10,12:27,Tarjeta crédito,8.6
ADJ1195,Trujillo,Afiliado,Femenino,Deportes y viajes,92.13,6,20:34,Efectivo,8.3
ADJ1196,Lima,Afiliado,Masculino,Hogar y estilo de vida,71.86,8,15:07,Tarjeta crédito,6.2
ADJ1197,Lima,Normal,Masculino,Comidas y bebidas,62.08,7,13:46,Tarjeta débito,5.4
ADJ1198,Lima,Normal,Femenino,Deportes y viajes,67.43,5,18:13,Tarjeta débito,6.3
ADJ1199,Arequipa,Normal,Masculino,Hogar y estilo de vida,37,1,13:29,Tarjeta crédito,7.9
ADJ1200,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,21.5,9,12:46,Tarjeta crédito,7.8
ADJ1201,Trujillo,Normal,Femenino,Salud y belleza,79.74,1,10:36,Tarjeta débito,7.3
ADJ1202,Lima,Afiliado,Masculino,Deportes y viajes,37.32,9,15:31,Tarjeta débito,5.1
ADJ1203,Lima,Normal,Masculino,Accesorios Electrónicos,28.38,5,20:57,Efectivo,9.4
ADJ1204,Lima,Afiliado,Masculino,Accesorios de moda,49.92,2,11:55,Tarjeta crédito,7
ADJ1205,Arequipa,Afiliado,Femenino,Deportes y viajes,68.12,1,12:28,Tarjeta débito,6.8
ADJ1206,Lima,Afiliado,Femenino,Accesorios de moda,97.61,6,15:01,Tarjeta débito,9.9
ADJ1207,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,77.72,4,16:11,Tarjeta crédito,8.8
ADJ1208,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,21.54,9,11:44,Tarjeta crédito,8.8
ADJ1209,Lima,Normal,Masculino,Accesorios de moda,47.97,7,20:52,Efectivo,6.2
ADJ1210,Arequipa,Afiliado,Femenino,Hogar y estilo de vida,21.82,10,17:36,Efectivo,7.1
ADJ1211,Lima,Afiliado,Femenino,Comidas y bebidas,89.14,4,12:20,Tarjeta crédito,7.8
ADJ1212,Trujillo,Normal,Masculino,Deportes y viajes,60.95,9,12:08,Tarjeta crédito,6
ADJ1213,Arequipa,Normal,Masculino,Comidas y bebidas,27.22,3,12:37,Efectivo,7.3
ADJ1214,Trujillo,Normal,Masculino,Comidas y bebidas,43.19,10,16:48,Tarjeta débito,8.2
ADJ1215,Trujillo,Normal,Masculino,Salud y belleza,89.6,8,11:28,Tarjeta débito,6.6
ADJ1216,Arequipa,Normal,Femenino,Comidas y bebidas,16.48,6,18:23,Tarjeta débito,9.9
ADJ1217,Arequipa,Afiliado,Masculino,Accesorios Electrónicos,65.94,4,13:05,Tarjeta crédito,6.9
ADJ1218,Lima,Normal,Masculino,Hogar y estilo de vida,22.02,9,18:48,Efectivo,6.8
ADJ1219,Arequipa,Normal,Femenino,Accesorios Electrónicos,40.86,8,14:38,Tarjeta crédito,6.5
ADJ1220,Lima,Normal,Masculino,Accesorios Electrónicos,79.39,10,20:24,Efectivo,6.2
ADJ1221,Lima,Afiliado,Femenino,Comidas y bebidas,54.36,10,11:28,Tarjeta crédito,6.1
ADJ1222,Arequipa,Normal,Masculino,Hogar y estilo de vida,16.67,7,11:36,Tarjeta débito,7.4
ADJ1223,Trujillo,Afiliado,Femenino,Deportes y viajes,45.58,1,14:13,Efectivo,9.8
ADJ1224,Trujillo,Normal,Femenino,Accesorios Electrónicos,28.96,1,10:18,Tarjeta crédito,6.2
ADJ1225,Arequipa,Afiliado,Femenino,Accesorios de moda,43.46,6,17:55,Tarjeta débito,8.5
ADJ1226,Arequipa,Normal,Masculino,Salud y belleza,58.95,10,14:27,Tarjeta débito,8.1
ADJ1227,Arequipa,Normal,Femenino,Accesorios de moda,60.41,8,12:23,Tarjeta débito,9.6
ADJ1228,Arequipa,Afiliado,Masculino,Deportes y viajes,10.17,1,14:15,Efectivo,5.9
ADJ1229,Lima,Normal,Femenino,Accesorios Electrónicos,57.91,8,15:06,Efectivo,8.1
ADJ1230,Trujillo,Normal,Femenino,Hogar y estilo de vida,93.12,8,10:09,Efectivo,6.8
ADJ1231,Lima,Normal,Masculino,Accesorios Electrónicos,46.02,6,15:55,Efectivo,7.1
ADJ1232,Arequipa,Normal,Masculino,Accesorios de moda,86.13,2,17:59,Efectivo,8.2
ADJ1233,Lima,Normal,Femenino,Accesorios de moda,63.71,5,19:30,Tarjeta débito,8.5
ADJ1234,Lima,Normal,Masculino,Hogar y estilo de vida,16.16,2,11:49,Tarjeta débito,6.5
ADJ1235,Lima,Normal,Masculino,Hogar y estilo de vida,50.28,5,13:58,Tarjeta débito,9.7
ADJ1236,Arequipa,Normal,Femenino,Accesorios de moda,16.45,4,14:53,Tarjeta débito,5.6
ADJ1237,Trujillo,Afiliado,Femenino,Salud y belleza,15.55,9,13:12,Efectivo,5
ADJ1238,Arequipa,Normal,Masculino,Comidas y bebidas,99.79,2,20:37,Tarjeta débito,8
ADJ1239,Arequipa,Normal,Masculino,Accesorios Electrónicos,84.07,4,16:54,Tarjeta débito,4.4
ADJ1240,Trujillo,Normal,Masculino,Hogar y estilo de vida,97.94,1,11:44,Tarjeta débito,6.9
ADJ1241,Arequipa,Normal,Masculino,Accesorios Electrónicos,22.21,6,10:23,Tarjeta crédito,8.6
ADJ1242,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,28.31,4,18:35,Efectivo,8.2
ADJ1243,Arequipa,Normal,Femenino,Accesorios de moda,31.73,9,16:17,Tarjeta crédito,5.9
ADJ1244,Arequipa,Afiliado,Femenino,Comidas y bebidas,68.54,8,15:57,Tarjeta débito,8.5
ADJ1245,Lima,Afiliado,Femenino,Comidas y bebidas,74.6,10,20:55,Efectivo,9.5
ADJ1246,Arequipa,Normal,Femenino,Hogar y estilo de vida,45.38,4,13:48,Tarjeta crédito,8.7
ADJ1247,Arequipa,Normal,Masculino,Accesorios de moda,12.78,1,14:11,Tarjeta débito,9.5
ADJ1248,Trujillo,Normal,Masculino,Deportes y viajes,37.14,5,13:05,Tarjeta débito,5
ADJ1249,Lima,Afiliado,Femenino,Deportes y viajes,48.5,3,12:50,Efectivo,6.7
ADJ1250,Arequipa,Afiliado,Femenino,Accesorios de moda,51.89,7,20:08,Efectivo,4.5
ADJ1251,Lima,Afiliado,Femenino,Hogar y estilo de vida,49.1,2,12:58,Tarjeta crédito,6.4
ADJ1252,Lima,Afiliado,Femenino,Deportes y viajes,64.83,2,11:59,Tarjeta crédito,8
ADJ1253,Arequipa,Afiliado,Masculino,Hogar y estilo de vida,55.57,3,11:42,Tarjeta crédito,5.9
ADJ1254,Lima,Afiliado,Masculino,Accesorios de moda,65.23,10,19:07,Tarjeta crédito,5.2
ADJ1255,Trujillo,Normal,Femenino,Accesorios Electrónicos,50.23,4,17:12,Efectivo,9
ADJ1256,Arequipa,Afiliado,Femenino,Comidas y bebidas,72.88,9,19:38,Efectivo,4
ADJ1257,Trujillo,Afiliado,Masculino,Deportes y viajes,12.76,2,18:06,Tarjeta débito,7.8
ADJ1258,Trujillo,Afiliado,Femenino,Accesorios Electrónicos,79.59,3,14:30,Efectivo,6.6
ADJ1259,Arequipa,Afiliado,Masculino,Comidas y bebidas,24.31,3,19:09,Tarjeta crédito,4.3
ADJ1260,Lima,Afiliado,Femenino,Comidas y bebidas,33.21,10,14:25,Tarjeta débito,6
ADJ1261,Trujillo,Normal,Masculino,Deportes y viajes,86.31,7,10:37,Tarjeta débito,5.3
ADJ1262,Lima,Normal,Masculino,Accesorios de moda,33.52,1,15:31,Efectivo,6.7
ADJ1263,Lima,Afiliado,Femenino,Deportes y viajes,69.12,6,13:03,Efectivo,5.6
ADJ1264,Lima,Normal,Femenino,Deportes y viajes,90.28,9,11:15,Tarjeta débito,7.2
ADJ1265,Trujillo,Normal,Masculino,Accesorios de moda,98.98,10,16:20,Tarjeta crédito,8.7
ADJ1266,Lima,Afiliado,Masculino,Hogar y estilo de vida,46.47,4,10:53,Efectivo,7
ADJ1267,Arequipa,Afiliado,Femenino,Accesorios de moda,97.21,10,13:00,Tarjeta crédito,8.7
ADJ1268,Arequipa,Afiliado,Femenino,Salud y belleza,37.15,7,13:12,Tarjeta crédito,7.7
ADJ1269,Lima,Normal,Masculino,Hogar y estilo de vida,31.75,4,15:26,Efectivo,8.6
ADJ1270,Trujillo,Afiliado,Masculino,Accesorios de moda,19.7,1,11:39,Tarjeta débito,9.5
ADJ1271,Arequipa,Afiliado,Femenino,Deportes y viajes,64.97,5,12:52,Tarjeta crédito,6.5
ADJ1272,Lima,Normal,Femenino,Hogar y estilo de vida,16.37,6,10:58,Efectivo,7
ADJ1273,Arequipa,Normal,Femenino,Accesorios Electrónicos,15.28,5,10:29,Efectivo,9.6
ADJ1274,Trujillo,Normal,Masculino,Accesorios Electrónicos,97.16,1,20:38,Tarjeta débito,7.2
ADJ1275,Arequipa,Normal,Femenino,Salud y belleza,81.3,6,16:43,Tarjeta débito,5.3
ADJ1276,Arequipa,Normal,Femenino,Salud y belleza,46.26,6,17:11,Tarjeta crédito,9.5
ADJ1277,Trujillo,Normal,Femenino,Accesorios de moda,61.77,5,13:21,Efectivo,6.7
ADJ1278,Arequipa,Normal,Femenino,Accesorios de moda,37.55,10,20:01,Tarjeta crédito,9.3
ADJ1279,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,90.65,10,10:53,Tarjeta débito,7.3
ADJ1280,Arequipa,Normal,Masculino,Comidas y bebidas,43.27,2,16:53,Tarjeta débito,5.7
ADJ1281,Trujillo,Normal,Masculino,Hogar y estilo de vida,33.99,6,15:37,Tarjeta crédito,7.7
ADJ1282,Arequipa,Afiliado,Masculino,Comidas y bebidas,17.04,4,20:15,Tarjeta débito,7
ADJ1283,Lima,Afiliado,Femenino,Comidas y bebidas,17.63,5,15:27,Efectivo,8.5
ADJ1284,Arequipa,Afiliado,Masculino,Accesorios de moda,49.04,9,14:20,Tarjeta crédito,8.6
ADJ1285,Arequipa,Normal,Femenino,Deportes y viajes,95.44,10,13:45,Efectivo,5.2
ADJ1286,Arequipa,Normal,Femenino,Accesorios de moda,49.32,6,13:46,Tarjeta débito,7.1
ADJ1287,Lima,Afiliado,Femenino,Deportes y viajes,11.85,8,16:34,Efectivo,4.1
ADJ1288,Trujillo,Afiliado,Masculino,Accesorios de moda,38.54,5,13:34,Tarjeta débito,5.6
ADJ1289,Lima,Afiliado,Femenino,Hogar y estilo de vida,21.9,3,18:43,Tarjeta débito,4.7
ADJ1290,Arequipa,Normal,Femenino,Hogar y estilo de vida,15.8,10,12:07,Efectivo,7.8
ADJ1291,Arequipa,Normal,Masculino,Accesorios Electrónicos,96.37,7,11:40,Efectivo,6
ADJ1292,Arequipa,Normal,Femenino,Accesorios Electrónicos,12.45,6,13:11,Efectivo,4.1
ADJ1293,Arequipa,Normal,Masculino,Accesorios de moda,64.26,7,10:00,Efectivo,5.7
ADJ1294,Lima,Afiliado,Femenino,Accesorios Electrónicos,81.4,3,19:43,Efectivo,4.8
ADJ1295,Trujillo,Afiliado,Femenino,Deportes y viajes,22.24,10,11:00,Efectivo,4.2
ADJ1296,Arequipa,Afiliado,Femenino,Comidas y bebidas,21.08,3,10:25,Efectivo,7.3
ADJ1297,Arequipa,Normal,Masculino,Comidas y bebidas,21.58,1,10:02,Tarjeta débito,7.2
ADJ1298,Arequipa,Afiliado,Femenino,Hogar y estilo de vida,15.95,6,17:15,Tarjeta crédito,5.1
ADJ1299,Lima,Normal,Masculino,Accesorios de moda,57.27,3,20:31,Tarjeta débito,6.5
ADJ1300,Trujillo,Afiliado,Masculino,Comidas y bebidas,35.04,9,19:17,Tarjeta débito,4.6
ADJ1301,Lima,Normal,Masculino,Hogar y estilo de vida,45.97,4,12:02,Tarjeta débito,5.1
ADJ1302,Arequipa,Normal,Masculino,Salud y belleza,84.61,10,18:58,Tarjeta crédito,8.8
ADJ1303,Lima,Afiliado,Masculino,Hogar y estilo de vida,65.91,6,11:45,Efectivo,5.7
ADJ1304,Trujillo,Afiliado,Masculino,Comidas y bebidas,31.84,1,13:22,Efectivo,7.7
ADJ1305,Lima,Afiliado,Masculino,Accesorios Electrónicos,25.51,4,17:03,Efectivo,6.8
ADJ1306,Lima,Afiliado,Femenino,Accesorios Electrónicos,93.96,4,18:00,Efectivo,9.5
ADJ1307,Arequipa,Normal,Femenino,Accesorios Electrónicos,75.91,6,18:21,Efectivo,8.7
ADJ1308,Arequipa,Afiliado,Masculino,Deportes y viajes,48.91,5,10:17,Efectivo,6.6
ADJ1309,Lima,Afiliado,Masculino,Deportes y viajes,99.96,9,17:26,Tarjeta crédito,4.2
ADJ1310,Lima,Afiliado,Femenino,Accesorios de moda,56.47,8,14:57,Tarjeta débito,7.3
ADJ1311,Trujillo,Afiliado,Masculino,Salud y belleza,51.94,10,18:24,Tarjeta débito,6.5
ADJ1312,Trujillo,Afiliado,Masculino,Comidas y bebidas,99.78,5,19:09,Efectivo,5.4
ADJ1313,Trujillo,Afiliado,Femenino,Deportes y viajes,52.26,10,12:45,Tarjeta crédito,6.2
ADJ1314,Arequipa,Normal,Masculino,Accesorios de moda,16.28,1,15:36,Efectivo,5
ADJ1315,Lima,Normal,Masculino,Accesorios de moda,95.54,7,14:36,Tarjeta crédito,9.6
ADJ1316,Trujillo,Normal,Masculino,Salud y belleza,51.71,4,13:53,Tarjeta crédito,9.8
ADJ1317,Arequipa,Afiliado,Femenino,Comidas y bebidas,98.97,9,11:23,Efectivo,6.7
ADJ1318,Trujillo,Normal,Masculino,Deportes y viajes,60.87,2,12:37,Tarjeta débito,8.7
ADJ1319,Lima,Afiliado,Femenino,Hogar y estilo de vida,52.18,7,10:54,Efectivo,9.3
ADJ1320,Trujillo,Normal,Femenino,Accesorios de moda,97.29,8,13:18,Tarjeta crédito,6.2
ADJ1321,Trujillo,Afiliado,Femenino,Salud y belleza,36.26,2,17:15,Tarjeta crédito,7.2
ADJ1322,Lima,Normal,Masculino,Deportes y viajes,83.78,8,14:49,Efectivo,5.1
ADJ1323,Trujillo,Afiliado,Femenino,Deportes y viajes,21.98,7,16:42,Tarjeta débito,5.1
ADJ1324,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,78.38,6,14:16,Tarjeta débito,5.8
ADJ1325,Arequipa,Afiliado,Masculino,Accesorios Electrónicos,74.79,5,11:34,Efectivo,4.9
ADJ1326,Lima,Normal,Femenino,Accesorios de moda,79.86,7,10:33,Tarjeta crédito,5.5
ADJ1327,Arequipa,Normal,Femenino,Deportes y viajes,83.14,7,10:31,Tarjeta crédito,6.6
ADJ1328,Lima,Normal,Femenino,Accesorios Electrónicos,13.78,4,11:10,Tarjeta débito,9
ADJ1329,Arequipa,Afiliado,Masculino,Comidas y bebidas,50.49,9,17:16,Efectivo,5.4
ADJ1330,Lima,Afiliado,Masculino,Accesorios Electrónicos,18.93,6,12:45,Tarjeta crédito,8.1
ADJ1331,Trujillo,Afiliado,Femenino,Comidas y bebidas,44.59,5,15:10,Efectivo,8.5
ADJ1332,Arequipa,Normal,Femenino,Salud y belleza,33.47,2,15:43,Tarjeta débito,6.7
ADJ1333,Lima,Normal,Femenino,Deportes y viajes,34.84,4,18:36,Efectivo,7.4
ADJ1334,Trujillo,Afiliado,Femenino,Accesorios de moda,30.14,10,12:28,Tarjeta débito,9.2
ADJ1335,Trujillo,Normal,Masculino,Hogar y estilo de vida,74.07,1,12:50,Tarjeta débito,9.9
ADJ1336,Arequipa,Afiliado,Femenino,Accesorios Electrónicos,78.13,10,20:51,Efectivo,4.4
ADJ1337,Lima,Afiliado,Masculino,Accesorios Electrónicos,48.09,3,18:23,Tarjeta crédito,7.8
ADJ1338,Trujillo,Afiliado,Femenino,Accesorios de moda,53.65,7,12:56,Tarjeta débito,5.2
ADJ1339,Arequipa,Afiliado,Femenino,Accesorios de moda,73.38,7,13:56,Efectivo,9.5
ADJ1340,Lima,Afiliado,Masculino,Hogar y estilo de vida,36.91,7,13:51,Tarjeta débito,6.7
ADJ1341,Trujillo,Normal,Femenino,Accesorios de moda,87.67,2,12:17,Tarjeta crédito,7.7
ADJ1342,Trujillo,Afiliado,Masculino,Deportes y viajes,62.62,5,19:15,Tarjeta débito,7
ADJ1343,Trujillo,Normal,Femenino,Hogar y estilo de vida,93.69,7,18:44,Tarjeta crédito,4.5
ADJ1344,Lima,Normal,Femenino,Comidas y bebidas,57.34,3,18:59,Tarjeta crédito,7.9
ADJ1345,Lima,Normal,Masculino,Comidas y bebidas,18.22,7,14:04,Tarjeta crédito,6.6
ADJ1346,Trujillo,Normal,Masculino,Deportes y viajes,25.84,3,18:55,Tarjeta débito,6.6
ADJ1347,Arequipa,Normal,Masculino,Accesorios de moda,45.74,3,17:38,Tarjeta crédito,6.5
ADJ1348,Trujillo,Afiliado,Masculino,Comidas y bebidas,10.13,7,19:35,Tarjeta débito,8.3
ADJ1349,Arequipa,Afiliado,Masculino,Salud y belleza,81.95,10,12:39,Tarjeta crédito,6
ADJ1350,Arequipa,Afiliado,Femenino,Hogar y estilo de vida,35.79,9,15:06,Tarjeta crédito,5.1
ADJ1351,Lima,Normal,Femenino,Accesorios Electrónicos,25.45,1,18:10,Tarjeta crédito,5.1
ADJ1352,Trujillo,Normal,Masculino,Accesorios Electrónicos,58.03,2,20:46,Tarjeta débito,8.8
ADJ1353,Arequipa,Afiliado,Femenino,Deportes y viajes,87.16,2,14:29,Tarjeta crédito,9.7
ADJ1354,Trujillo,Normal,Masculino,Accesorios de moda,89.69,1,11:20,Tarjeta débito,4.9
ADJ1355,Trujillo,Normal,Masculino,Comidas y bebidas,24.94,9,16:49,Tarjeta crédito,5.6
ADJ1356,Trujillo,Afiliado,Masculino,Deportes y viajes,82.33,4,10:37,Tarjeta crédito,7.5
ADJ1357,Trujillo,Normal,Masculino,Comidas y bebidas,13.79,5,19:07,Tarjeta crédito,7.8
ADJ1358,Trujillo,Afiliado,Masculino,Comidas y bebidas,48.5,6,13:57,Tarjeta débito,9.4
ADJ1359,Arequipa,Afiliado,Femenino,Comidas y bebidas,36.77,7,20:10,Efectivo,7.4
ADJ1360,Trujillo,Normal,Femenino,Hogar y estilo de vida,96.52,6,11:52,Efectivo,4.5
ADJ1361,Arequipa,Normal,Masculino,Accesorios de moda,62.12,10,16:19,Efectivo,5.9
ADJ1362,Lima,Normal,Femenino,Hogar y estilo de vida,77.04,3,10:39,Tarjeta crédito,7.2
ADJ1363,Lima,Normal,Femenino,Salud y belleza,84.09,9,10:54,Efectivo,8
ADJ1364,Arequipa,Normal,Masculino,Comidas y bebidas,89.2,10,15:42,Tarjeta crédito,4.4
ADJ1365,Lima,Afiliado,Femenino,Comidas y bebidas,77.2,10,10:38,Tarjeta crédito,5.6
ADJ1366,Trujillo,Normal,Femenino,Deportes y viajes,94.76,4,16:06,Tarjeta débito,7.8
ADJ1367,Arequipa,Afiliado,Masculino,Hogar y estilo de vida,86.69,5,18:38,Tarjeta débito,9.4
ADJ1368,Trujillo,Normal,Masculino,Hogar y estilo de vida,80.08,3,15:29,Efectivo,5.4
ADJ1369,Trujillo,Afiliado,Femenino,Salud y belleza,68.93,7,11:03,Tarjeta crédito,4.6
ADJ1370,Lima,Normal,Femenino,Hogar y estilo de vida,40.3,2,15:30,Tarjeta débito,4.4
ADJ1371,Arequipa,Afiliado,Masculino,Deportes y viajes,34.56,7,16:07,Tarjeta crédito,7.3
ADJ1372,Lima,Afiliado,Femenino,Deportes y viajes,29.61,7,15:53,Efectivo,6.5
ADJ1373,Trujillo,Normal,Femenino,Hogar y estilo de vida,63.42,8,12:55,Tarjeta débito,7.4
ADJ1374,Trujillo,Normal,Masculino,Salud y belleza,59.77,2,12:01,Tarjeta crédito,5.8
ADJ1375,Arequipa,Afiliado,Femenino,Salud y belleza,29.67,7,18:58,Tarjeta crédito,8.1
ADJ1376,Arequipa,Normal,Masculino,Comidas y bebidas,46.77,6,13:37,Efectivo,6
ADJ1377,Trujillo,Normal,Femenino,Hogar y estilo de vida,28.32,5,13:28,Tarjeta débito,6.2
ADJ1378,Trujillo,Normal,Femenino,Accesorios de moda,94.67,4,12:04,Efectivo,6.8
ADJ1379,Lima,Afiliado,Femenino,Accesorios Electrónicos,34.49,5,19:44,Tarjeta crédito,9
ADJ1380,Trujillo,Afiliado,Femenino,Accesorios de moda,20.01,9,15:48,Tarjeta crédito,5.7
ADJ1381,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,88.67,10,14:50,Tarjeta débito,7.3
ADJ1382,Arequipa,Afiliado,Masculino,Deportes y viajes,57.12,7,12:02,Tarjeta crédito,6.5
ADJ1383,Lima,Normal,Femenino,Salud y belleza,57.22,2,17:13,Tarjeta débito,8.3
ADJ1384,Lima,Afiliado,Femenino,Salud y belleza,27.07,1,20:07,Tarjeta crédito,5.3
ADJ1385,Trujillo,Normal,Femenino,Accesorios de moda,29.42,10,16:23,Tarjeta débito,8.9
ADJ1386,Lima,Normal,Femenino,Accesorios de moda,83.25,10,11:25,Tarjeta crédito,4.4
ADJ1387,Arequipa,Normal,Masculino,Hogar y estilo de vida,97.5,10,16:18,Tarjeta débito,8
ADJ1388,Lima,Afiliado,Masculino,Accesorios Electrónicos,91.56,8,18:22,Tarjeta débito,6
ADJ1389,Lima,Normal,Masculino,Deportes y viajes,23.01,6,16:45,Tarjeta débito,7.9
ADJ1390,Lima,Normal,Femenino,Hogar y estilo de vida,51.07,7,11:42,Efectivo,7
ADJ1391,Trujillo,Normal,Femenino,Accesorios Electrónicos,46.95,5,10:25,Tarjeta débito,7.1
ADJ1392,Lima,Normal,Masculino,Accesorios de moda,94.87,8,12:58,Tarjeta débito,8.7
ADJ1393,Lima,Afiliado,Masculino,Hogar y estilo de vida,60.38,10,16:19,Efectivo,6
ADJ1394,Trujillo,Normal,Masculino,Salud y belleza,25.43,6,19:01,Tarjeta débito,7
ADJ1395,Arequipa,Afiliado,Femenino,Comidas y bebidas,87.1,10,14:45,Tarjeta crédito,9.9
ADJ1396,Lima,Afiliado,Femenino,Accesorios Electrónicos,39.48,1,19:43,Efectivo,6.5
ADJ1397,Trujillo,Afiliado,Femenino,Deportes y viajes,71.63,2,14:33,Tarjeta débito,8.8
ADJ1398,Arequipa,Afiliado,Masculino,Accesorios de moda,52.35,1,17:49,Efectivo,4
ADJ1399,Arequipa,Normal,Masculino,Accesorios Electrónicos,30.61,6,20:36,Efectivo,9.3
ADJ1400,Lima,Afiliado,Masculino,Salud y belleza,64.36,9,12:09,Tarjeta crédito,8.6
ADJ1401,Arequipa,Normal,Masculino,Salud y belleza,41.5,4,19:58,Tarjeta crédito,8.2
ADJ1402,Lima,Afiliado,Femenino,Accesorios Electrónicos,10.59,3,13:52,Tarjeta crédito,8.7
ADJ1403,Trujillo,Afiliado,Femenino,Deportes y viajes,98.4,7,12:43,Tarjeta crédito,8.7
ADJ1404,Trujillo,Afiliado,Femenino,Salud y belleza,47.67,4,14:21,Efectivo,9.1
ADJ1405,Lima,Afiliado,Masculino,Salud y belleza,39.01,1,16:46,Tarjeta crédito,4.7
ADJ1406,Lima,Normal,Masculino,Deportes y viajes,97.74,4,19:53,Tarjeta débito,6.4
ADJ1407,Arequipa,Afiliado,Masculino,Comidas y bebidas,94.26,4,16:30,Efectivo,8.6
ADJ1408,Arequipa,Normal,Masculino,Hogar y estilo de vida,46.22,4,20:04,Tarjeta crédito,6.2
ADJ1409,Arequipa,Afiliado,Masculino,Comidas y bebidas,55.04,7,19:39,Tarjeta débito,5.2
ADJ1410,Lima,Afiliado,Femenino,Hogar y estilo de vida,40.73,7,11:01,Tarjeta débito,5.4
ADJ1411,Trujillo,Afiliado,Masculino,Salud y belleza,58.22,8,20:33,Tarjeta débito,8.4
ADJ1412,Arequipa,Normal,Masculino,Accesorios Electrónicos,85.39,7,18:30,Tarjeta débito,4.1
ADJ1413,Trujillo,Afiliado,Femenino,Accesorios Electrónicos,68.84,6,14:36,Tarjeta débito,5.8
ADJ1414,Arequipa,Normal,Femenino,Hogar y estilo de vida,73.56,10,11:38,Tarjeta débito,8
ADJ1415,Lima,Afiliado,Femenino,Comidas y bebidas,54.84,3,13:27,Tarjeta crédito,5.9
ADJ1416,Trujillo,Normal,Femenino,Salud y belleza,71.38,10,19:21,Efectivo,5.7
ADJ1417,Lima,Afiliado,Femenino,Deportes y viajes,93.72,6,16:19,Efectivo,4.5
ADJ1418,Trujillo,Normal,Masculino,Comidas y bebidas,54.67,3,18:00,Tarjeta crédito,8.6
ADJ1419,Arequipa,Afiliado,Masculino,Accesorios Electrónicos,86.04,5,11:24,Tarjeta débito,4.8
ADJ1420,Trujillo,Normal,Masculino,Accesorios Electrónicos,34.56,5,11:15,Tarjeta débito,9.9
ADJ1421,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,52.59,8,19:20,Tarjeta crédito,8.5
ADJ1422,Lima,Normal,Femenino,Comidas y bebidas,88.36,5,19:48,Efectivo,9.6
ADJ1423,Trujillo,Normal,Masculino,Salud y belleza,24.89,9,15:36,Efectivo,7.4
ADJ1424,Lima,Normal,Masculino,Accesorios de moda,94.13,5,19:39,Tarjeta crédito,4.8
ADJ1425,Lima,Afiliado,Masculino,Deportes y viajes,78.07,9,12:43,Efectivo,4.5
ADJ1426,Trujillo,Normal,Masculino,Salud y belleza,96.58,2,10:12,Tarjeta crédito,5.1
ADJ1427,Trujillo,Normal,Femenino,Accesorios Electrónicos,60.88,9,17:17,Tarjeta débito,4.7
ADJ1428,Arequipa,Normal,Femenino,Salud y belleza,54.92,8,13:24,Tarjeta débito,7.6
ADJ1429,Lima,Afiliado,Femenino,Hogar y estilo de vida,86.72,1,18:45,Tarjeta débito,7.9
ADJ1430,Arequipa,Afiliado,Masculino,Salud y belleza,15.37,2,19:47,Efectivo,7.2
ADJ1431,Lima,Afiliado,Masculino,Salud y belleza,56.69,9,17:24,Tarjeta crédito,8.4
